xtime[s] xdist[m] speed[km/h] nmot[rpm] gear[n] accx[g] accy[g] accz[g] steer[deg] yaw[deg/s]     dam_fl[mm] dam_fr[mm] dam_rl[mm] dam_rr[mm]     Jounce_FL[mm] Jounce_FR[mm] Jounce_RL[mm] Jounce_RR[mm]     Ride_AxleFront[mm] Ride_AxleRear[mm]     SideSlipFL[deg] SideSlipFR[deg] SideSlipRL[deg] SideSlipRR[deg] SideSlipCG[deg]     slip_fl[pct] slip_fr[pct] slip_rl[pct] slip_rr[pct]     AeroBalance[pct] Cx[none]     pbrake_f[bar] pbrake_r[bar]     Load_FL_Ch1[kN] Load_FR_Ch1[kN] Load_RL_Ch1[kN] Load_RR_Ch1[kN]     vwheel_fl[km/h] vwheel_fr[km/h] vwheel_rl[km/h] vwheel_rr[km/h]     acc_fl[g] acc_fr[g] acc_rl[g] acc_rr[g]     Fz_fl[kN] Fz_fr[kN] Fz_rl[kN] Fz_rr[kN]     roll[deg]     aps[%] me_act[Nm] md_rl[Nm] md_rr[Nm]     damper_force_FC[kN] damper_force_RC[kN]     dam_3rd_front[mm] dam_3rd_rear[mm]     CamberFL[deg] CamberFR[deg] CamberRL[deg] CamberRR[deg]     ToeFL[deg] ToeFR[deg] ToeRL[deg] ToeRR[deg]     CLA[m2]     Fx_FL[kN] Fx_FR[kN] Fx_RL[kN] Fx_RR[kN]     Fy_FL[kN] Fy_FR[kN] Fy_RL[kN] Fy_RR[kN]     fl_LCA_front[N] fl_LCA_rear[N] fl_UCA_Front[N] fl_UCA_Rear[N] fl_TROD_Out[N] fl_PROD[N]     fr_LCA_front[N] fr_LCA_rear[N] fr_UCA_Front[N] fr_UCA_Rear[N] fr_TROD_Out[N] fr_PROD[N]     rl_LCA_front[N] rl_LCA_rear[N] rl_UCA_Front[N] rl_UCA_Rear[N] rl_TROD_Out[N] rl_PROD[N]     rr_LCA_front[N] rr_LCA_rear[N] rr_UCA_Front[N] rr_UCA_Rear[N] rr_TROD_Out[N] rr_PROD[N]
159.506 10690.255 275.242 6870.261 6.000 0.229 0.761 -0.006 4.629 -6.160 -13.872 -7.325 -25.178 -18.854 15.160 23.343 14.777 22.682 47.205 56.289 1.126 0.440 0.487 0.813 0.539 -0.025 -0.020 1.083 0.857 41.867 1.093 0.014 0.014 2.664 5.124 8.073 11.472 274.812 275.503 277.920 277.903 -0.003 -0.000 0.010 0.014 4359.078 6096.420 6330.010 8078.807 0.422 100.000 752.768 1148.738 1193.672 0.749 0.000 4.004 -8.623 -3.265 -2.677 -3.218 -2.592 -0.725 -0.040 0.167 -0.160 3.873 -0.046 -0.055 3.207 3.327 -2.360 -1.619 -1.022 -3.639 -6312.875 -6538.342 1024.933 1124.958 1996.668 2663.639 -3285.883 -3778.781 1.323 290.215 705.341 5123.673 -8536.066 -18230.186 2804.133 10076.073 -911.061 8072.607 -8354.422 -14051.240 4218.885 6098.596 -392.670 11471.552
159.552 10693.738 275.596 6878.981 6.000 0.228 0.778 -0.006 4.434 -6.156 -13.968 -7.180 -25.247 -18.709 15.040 23.525 14.691 22.864 47.157 56.225 1.133 0.446 0.509 0.835 0.561 -0.025 -0.019 1.083 0.856 41.877 1.093 0.014 0.014 2.647 5.165 8.052 11.527 275.165 275.858 278.277 278.257 -0.008 -0.002 0.011 0.018 4347.186 6125.634 6316.994 8108.565 0.435 99.994 752.079 1144.456 1195.886 0.756 0.000 4.041 -8.588 -3.278 -2.666 -3.229 -2.585 -0.709 -0.024 0.167 -0.160 3.873 -0.047 -0.054 3.195 3.334 -2.367 -1.645 -1.087 -3.732 -6311.873 -6539.145 1028.079 1128.631 1995.423 2647.370 -3280.460 -3775.365 -1.351 284.974 697.567 5164.820 -8560.979 -18315.227 2775.109 10149.575 -910.020 8051.985 -8342.182 -13957.504 4250.996 6008.782 -381.318 11527.341
159.597 10697.192 275.945 6887.464 6.000 0.227 0.780 -0.006 4.076 -5.878 -14.010 -7.089 -25.262 -18.619 14.988 23.639 14.673 22.976 47.110 56.162 1.123 0.436 0.518 0.843 0.575 -0.025 -0.019 1.076 0.859 41.888 1.093 0.014 0.014 2.659 5.178 8.070 11.547 275.528 276.195 278.625 278.601 -0.007 -0.000 0.011 0.018 4354.400 6134.837 6322.587 8119.126 0.440 100.001 751.496 1138.497 1200.116 0.763 0.000 4.077 -8.553 -3.285 -2.660 -3.233 -2.583 -0.679 0.006 0.167 -0.160 3.873 -0.047 -0.053 3.178 3.346 -2.350 -1.619 -1.112 -3.768 -6296.767 -6531.744 1021.735 1128.045 1990.896 2659.305 -3315.536 -3811.602 5.523 290.249 711.281 5177.675 -8592.655 -18373.613 2752.259 10199.218 -903.821 8069.607 -8331.412 -13923.120 4271.832 5972.478 -382.651 11547.272
159.688 10704.144 276.642 6904.270 6.000 0.224 0.763 -0.006 3.831 -5.346 -13.934 -7.061 -25.143 -18.561 15.083 23.674 14.821 23.048 47.015 56.019 1.107 0.420 0.500 0.825 0.567 -0.025 -0.019 1.060 0.861 41.907 1.092 0.014 0.014 2.719 5.168 8.156 11.547 276.255 276.866 279.313 279.284 0.003 0.006 0.006 0.008 4394.307 6127.840 6362.273 8113.197 0.434 100.000 750.229 1131.221 1203.544 0.778 0.000 4.155 -8.471 -3.282 -2.665 -3.231 -2.591 -0.659 0.027 0.167 -0.160 3.873 -0.047 -0.053 3.158 3.356 -2.330 -1.569 -1.057 -3.698 -6306.832 -6551.850 1012.642 1127.318 1998.759 2719.129 -3365.337 -3861.300 15.439 301.289 735.269 5168.156 -8630.109 -18372.736 2746.876 10195.011 -889.025 8156.047 -8358.188 -14044.552 4259.563 6065.025 -396.988 11546.594
159.733 10707.632 276.990 6912.625 6.000 0.223 0.752 -0.006 3.891 -5.223 -13.858 -7.082 -25.052 -18.557 15.177 23.648 14.936 23.054 46.965 55.942 1.102 0.415 0.485 0.810 0.554 -0.024 -0.019 1.054 0.860 41.916 1.092 0.014 0.014 2.751 5.162 8.203 11.544 276.610 277.206 279.653 279.625 0.008 0.008 0.004 0.004 4416.046 6122.885 6384.798 8107.873 0.428 99.994 749.560 1130.455 1202.239 0.785 0.000 4.196 -8.426 -3.278 -2.671 -3.228 -2.597 -0.664 0.022 0.167 -0.160 3.873 -0.046 -0.054 3.156 3.352 -2.328 -1.554 -1.012 -3.641 -6323.075 -6569.872 1010.585 1127.319 2006.968 2750.999 -3378.783 -3874.592 17.673 305.337 742.837 5161.747 -8638.357 -18348.387 2756.433 10170.295 -883.781 8202.771 -8385.123 -14137.938 4239.230 6140.659 -401.925 11544.271
159.778 10711.106 277.335 6920.977 6.000 0.222 0.742 -0.006 3.921 -5.232 -13.785 -7.100 -24.961 -18.548 15.269 23.625 15.049 23.065 46.915 55.863 1.093 0.407 0.473 0.799 0.543 -0.024 -0.019 1.051 0.857 41.926 1.092 0.014 0.014 2.778 5.160 8.245 11.546 276.956 277.552 279.993 279.967 0.007 0.006 0.005 0.005 4434.710 6121.111 6404.487 8105.279 0.422 100.001 748.983 1131.733 1199.169 0.792 0.000 4.238 -8.379 -3.274 -2.676 -3.226 -2.603 -0.666 0.019 0.167 -0.160 3.872 -0.046 -0.054 3.159 3.343 -2.316 -1.528 -0.978 -3.601 -6325.840 -6574.520 1005.600 1125.029 2010.182 2778.024 -3406.755 -3903.191 22.465 312.230 756.385 5160.243 -8646.278 -18339.303 2768.210 10155.278 -882.068 8244.573 -8409.584 -14207.683 4218.931 6198.509 -401.680 11545.743
159.868 10718.006 278.010 6937.341 6.000 0.220 0.726 -0.005 3.803 -5.191 -13.653 -7.120 -24.794 -18.527 15.434 23.601 15.257 23.091 46.815 55.714 1.071 0.385 0.460 0.785 0.530 -0.024 -0.019 1.045 0.853 41.946 1.092 0.014 0.014 2.829 5.159 8.322 11.549 277.635 278.226 280.660 280.635 0.005 0.005 0.005 0.005 4469.960 6119.000 6439.682 8102.341 0.413 100.000 747.746 1132.595 1194.504 0.806 0.000 4.322 -8.291 -3.269 -2.684 -3.222 -2.613 -0.656 0.029 0.167 -0.160 3.872 -0.046 -0.054 3.162 3.330 -2.282 -1.464 -0.935 -3.551 -6317.273 -6572.694 992.395 1119.535 2011.141 2829.252 -3475.939 -3974.046 34.985 327.784 789.184 5159.129 -8672.294 -18354.551 2780.587 10153.546 -878.501 8321.994 -8441.860 -14295.699 4191.479 6272.246 -399.735 11548.879
159.912 10721.429 278.343 6945.389 6.000 0.218 0.717 -0.005 3.698 -5.120 -13.590 -7.127 -24.714 -18.517 15.513 23.591 15.358 23.103 46.765 55.642 1.060 0.373 0.454 0.778 0.525 -0.024 -0.019 1.040 0.852 41.957 1.091 0.014 0.014 2.855 5.158 8.360 11.550 277.972 278.555 280.988 280.964 0.005 0.005 0.006 0.006 4487.643 6117.717 6456.885 8100.732 0.408 99.994 747.101 1132.056 1193.066 0.814 0.000 4.363 -8.248 -3.267 -2.688 -3.220 -2.618 -0.648 0.038 0.166 -0.160 3.872 -0.046 -0.053 3.160 3.326 -2.263 -1.430 -0.916 -3.529 -6309.957 -6569.629 984.978 1116.576 2010.485 2855.017 -3513.479 -4012.338 41.974 335.990 806.878 5158.188 -8687.245 -18364.504 2783.625 10155.710 -875.631 8360.064 -8455.008 -14334.966 4180.895 6304.715 -399.974 11549.693
159.956 10724.882 278.677 6953.443 6.000 0.218 0.697 -0.005 3.309 -4.862 -13.513 -7.147 -24.615 -18.526 15.609 23.566 15.481 23.093 46.714 55.571 1.028 0.342 0.443 0.768 0.520 -0.024 -0.018 1.033 0.854 41.967 1.091 0.014 0.014 2.897 5.142 8.422 11.529 278.322 278.878 281.317 281.292 -0.003 0.001 0.008 0.012 4516.005 6105.632 6484.872 8088.546 0.400 100.001 746.559 1129.959 1193.531 0.821 0.000 4.406 -8.206 -3.264 -2.692 -3.216 -2.626 -0.615 0.070 0.166 -0.160 3.872 -0.047 -0.052 3.155 3.328 -2.203 -1.333 -0.885 -3.487 -6264.789 -6535.576 964.196 1106.378 1997.153 2896.600 -3609.296 -4108.550 61.746 357.073 851.850 5142.115 -8713.326 -18378.098 2785.923 10159.004 -869.693 8422.135 -8460.466 -14384.304 4169.768 6348.353 -407.009 11528.566
160.046 10731.845 279.347 6969.498 6.000 0.216 0.651 -0.004 2.960 -4.292 -13.270 -7.275 -24.337 -18.614 15.912 23.407 15.829 22.983 46.613 55.421 0.980 0.294 0.401 0.726 0.488 -0.024 -0.019 1.015 0.856 41.988 1.091 0.014 0.014 3.003 5.087 8.574 11.463 279.026 279.519 281.972 281.946 0.005 0.006 0.004 0.004 4588.881 6065.444 6557.085 8048.612 0.375 100.000 745.385 1126.992 1192.909 0.836 0.000 4.492 -8.116 -3.248 -2.711 -3.200 -2.648 -0.586 0.099 0.166 -0.160 3.872 -0.047 -0.052 3.146 3.327 -2.121 -1.185 -0.755 -3.320 -6231.585 -6518.598 934.106 1092.282 1991.747 3003.008 -3740.454 -4238.037 90.084 389.346 917.989 5086.872 -8748.409 -18323.539 2811.936 10096.639 -853.276 8574.221 -8498.948 -14598.587 4119.089 6533.998 -430.181 11463.250
160.091 10735.336 279.681 6977.502 6.000 0.214 0.630 -0.004 2.958 -4.118 -13.136 -7.352 -24.189 -18.663 16.080 23.309 16.014 22.921 46.563 55.343 0.963 0.278 0.378 0.703 0.468 -0.023 -0.019 1.008 0.856 41.998 1.091 0.014 0.014 3.052 5.064 8.644 11.437 279.371 279.843 282.298 282.273 0.009 0.007 0.002 -0.000 4622.567 6048.220 6591.161 8030.804 0.362 99.994 744.768 1127.070 1190.917 0.843 0.000 4.534 -8.069 -3.238 -2.721 -3.192 -2.659 -0.586 0.099 0.166 -0.160 3.871 -0.047 -0.052 3.146 3.321 -2.095 -1.134 -0.681 -3.229 -6229.819 -6521.418 923.957 1087.197 1994.131 3051.753 -3783.655 -4280.566 99.359 401.149 940.705 5063.504 -8755.854 -18276.768 2831.323 10049.265 -846.149 8643.989 -8528.070 -14723.383 4087.264 6640.985 -439.480 11436.824
160.137 10738.864 280.016 6985.552 6.000 0.213 0.603 -0.004 2.762 -3.961 -13.005 -7.428 -24.040 -18.713 16.244 23.215 16.200 22.859 46.514 55.265 0.932 0.247 0.357 0.681 0.450 -0.023 -0.019 1.001 0.855 42.007 1.090 0.014 0.014 3.104 5.037 8.722 11.403 279.716 280.170 282.626 282.602 0.002 0.003 0.005 0.005 4658.555 6028.572 6628.038 8010.260 0.348 100.001 744.247 1128.000 1188.384 0.851 0.000 4.575 -8.022 -3.230 -2.731 -3.184 -2.671 -0.569 0.115 0.166 -0.160 3.871 -0.047 -0.052 3.149 3.314 -2.035 -1.039 -0.614 -3.146 -6191.637 -6491.584 903.472 1075.477 1983.354 3103.707 -3872.392 -4368.725 118.279 422.430 983.537 5037.046 -8769.848 -18248.359 2851.402 10013.605 -840.544 8721.541 -8549.671 -14827.809 4056.133 6734.113 -447.361 11402.618
160.227 10745.921 280.682 7001.588 6.000 0.211 0.556 -0.003 2.546 -3.644 -12.734 -7.592 -23.733 -18.824 16.582 23.010 16.583 22.721 46.418 55.112 0.885 0.200 0.315 0.640 0.414 -0.023 -0.019 0.989 0.855 42.025 1.090 0.014 0.014 3.207 4.984 8.871 11.338 280.402 280.821 283.279 283.258 0.007 0.006 0.002 0.000 4729.815 5989.750 6699.316 7970.921 0.321 100.000 743.098 1129.244 1183.603 0.867 0.000 4.656 -7.929 -3.211 -2.752 -3.167 -2.694 -0.552 0.133 0.165 -0.160 3.871 -0.047 -0.052 3.152 3.301 -1.947 -0.897 -0.479 -2.983 -6151.327 -6464.393 872.858 1058.731 1974.051 3206.697 -3999.204 -4493.879 146.202 454.258 1046.837 4984.255 -8795.125 -18186.195 2889.683 9939.247 -828.236 8870.608 -8592.767 -15032.783 3996.062 6916.363 -462.698 11337.619
160.273 10749.454 281.013 7009.574 6.000 0.210 0.538 -0.003 2.522 -3.542 -12.611 -7.664 -23.594 -18.867 16.736 22.920 16.758 22.666 46.371 55.037 0.869 0.184 0.297 0.621 0.397 -0.022 -0.019 0.984 0.854 42.033 1.090 0.014 0.014 3.249 4.967 8.932 11.317 280.740 281.146 283.604 283.584 0.008 0.006 0.001 -0.002 4759.206 5976.507 6728.864 7957.179 0.309 99.994 742.485 1129.876 1181.076 0.875 0.000 4.694 -7.884 -3.203 -2.761 -3.160 -2.705 -0.550 0.135 0.165 -0.160 3.870 -0.047 -0.052 3.154 3.294 -1.917 -0.848 -0.420 -2.914 -6142.106 -6459.450 862.268 1052.880 1972.884 3248.970 -4042.837 -4537.118 155.633 465.556 1068.788 4966.621 -8803.208 -18154.107 2906.738 9903.254 -822.709 8931.735 -8616.483 -15127.660 3969.171 6998.870 -468.012 11317.182
160.319 10753.046 281.347 7017.637 6.000 0.209 0.515 -0.003 2.304 -3.391 -12.497 -7.729 -23.459 -18.907 16.879 22.839 16.926 22.617 46.325 54.962 0.841 0.156 0.280 0.605 0.383 -0.022 -0.019 0.978 0.854 42.042 1.090 0.014 0.014 3.295 4.946 9.000 11.290 281.084 281.473 283.933 283.914 0.001 0.002 0.004 0.004 4790.861 5960.891 6761.123 7941.035 0.298 100.001 741.960 1130.122 1179.223 0.883 0.000 4.731 -7.839 -3.196 -2.769 -3.153 -2.715 -0.531 0.153 0.165 -0.160 3.870 -0.047 -0.051 3.154 3.288 -1.858 -0.763 -0.365 -2.850 -6101.017 -6426.225 842.805 1041.374 1959.980 3294.586 -4124.684 -4618.070 173.432 484.578 1107.384 4945.726 -8818.557 -18136.549 2921.649 9877.741 -816.946 9000.165 -8632.713 -15207.938 3945.435 7070.528 -474.096 11290.163
160.410 10760.236 282.013 7033.685 6.000 0.207 0.473 -0.002 2.085 -3.058 -12.255 -7.875 -23.177 -18.998 17.181 22.656 17.279 22.502 46.237 54.811 0.799 0.114 0.243 0.567 0.352 -0.022 -0.019 0.966 0.854 42.057 1.089 0.014 0.014 3.390 4.900 9.138 11.235 281.770 282.121 284.587 284.569 0.005 0.004 0.001 0.000 4856.611 5927.086 6827.085 7907.245 0.273 100.000 740.786 1130.000 1175.740 0.900 0.000 4.802 -7.749 -3.180 -2.788 -3.138 -2.736 -0.513 0.171 0.165 -0.160 3.870 -0.047 -0.051 3.154 3.279 -1.773 -0.637 -0.241 -2.707 -6059.764 -6397.137 814.448 1025.282 1948.782 3389.599 -4237.476 -4728.674 199.077 512.586 1162.642 4899.719 -8844.093 -18079.199 2953.721 9809.713 -802.978 9138.166 -8670.698 -15390.492 3894.569 7231.265 -488.309 11234.765
160.456 10763.841 282.344 7041.668 6.000 0.206 0.456 -0.002 2.072 -2.952 -12.143 -7.943 -23.046 -19.035 17.322 22.572 17.443 22.456 46.194 54.737 0.784 0.100 0.226 0.550 0.336 -0.022 -0.019 0.961 0.853 42.064 1.089 0.014 0.014 3.430 4.884 9.196 11.217 282.108 282.446 284.912 284.895 0.007 0.005 0.000 -0.002 4884.499 5915.124 6855.345 7894.988 0.262 99.994 740.153 1130.236 1173.549 0.908 0.000 4.836 -7.704 -3.172 -2.797 -3.132 -2.746 -0.512 0.172 0.165 -0.160 3.869 -0.047 -0.051 3.155 3.273 -1.745 -0.595 -0.183 -2.642 -6051.590 -6392.803 804.927 1019.790 1947.470 3429.736 -4274.921 -4765.604 207.472 522.415 1181.284 4883.762 -8851.753 -18046.104 2969.486 9773.567 -796.702 9196.469 -8693.435 -15480.726 3869.870 7309.030 -493.390 11216.941
160.503 10767.519 282.679 7049.773 6.000 0.205 0.434 -0.002 1.882 -2.813 -12.037 -8.005 -22.916 -19.069 17.454 22.494 17.604 22.413 46.152 54.661 0.758 0.074 0.210 0.534 0.323 -0.022 -0.018 0.956 0.853 42.071 1.089 0.014 0.014 3.473 4.864 9.262 11.192 282.451 282.774 285.243 285.227 0.001 0.001 0.003 0.003 4914.819 5900.723 6886.391 7880.233 0.251 100.001 739.598 1130.369 1171.714 0.916 0.000 4.869 -7.660 -3.166 -2.804 -3.125 -2.755 -0.497 0.187 0.165 -0.160 3.869 -0.047 -0.051 3.155 3.268 -1.688 -0.518 -0.128 -2.582 -6012.440 -6360.626 786.904 1008.648 1934.540 3473.415 -4348.575 -4838.036 223.902 539.541 1215.628 4864.449 -8866.084 -18027.012 2983.959 9747.114 -790.517 9262.160 -8709.369 -15557.071 3847.320 7376.855 -498.778 11192.408
160.597 10774.878 283.345 7065.855 6.000 0.202 0.395 -0.002 1.706 -2.522 -11.814 -8.144 -22.649 -19.149 17.733 22.321 17.939 22.314 46.070 54.512 0.721 0.037 0.175 0.499 0.294 -0.021 -0.018 0.945 0.853 42.083 1.089 0.014 0.014 3.562 4.824 9.392 11.144 283.135 283.425 285.898 285.884 0.005 0.004 0.000 -0.001 4976.401 5870.702 6948.453 7850.487 0.229 100.000 738.351 1130.146 1168.105 0.934 0.000 4.931 -7.571 -3.150 -2.822 -3.111 -2.776 -0.482 0.202 0.164 -0.160 3.868 -0.047 -0.050 3.154 3.258 -1.609 -0.408 -0.010 -2.452 -5973.509 -6332.333 761.147 993.304 1922.920 3562.323 -4447.755 -4934.909 247.074 564.269 1263.607 4823.646 -8889.759 -17971.041 3014.277 9680.908 -776.303 9391.848 -8745.918 -15725.196 3799.945 7524.458 -510.617 11144.153
160.644 10778.561 283.675 7073.834 6.000 0.201 0.380 -0.002 1.712 -2.442 -11.714 -8.205 -22.527 -19.177 17.858 22.244 18.091 22.278 46.031 54.439 0.710 0.025 0.160 0.484 0.280 -0.021 -0.019 0.941 0.852 42.089 1.088 0.014 0.014 3.598 4.811 9.445 11.131 283.470 283.750 286.223 286.210 0.006 0.004 -0.000 -0.003 5001.514 5861.282 6974.045 7840.915 0.219 99.994 737.674 1130.327 1165.834 0.942 0.000 4.961 -7.527 -3.143 -2.830 -3.106 -2.784 -0.483 0.201 0.164 -0.160 3.868 -0.047 -0.050 3.155 3.251 -1.585 -0.374 0.042 -2.396 -5967.563 -6329.502 753.228 988.546 1921.936 3598.434 -4478.090 -4964.905 253.960 572.330 1278.573 4811.239 -8896.821 -17941.299 3028.482 9648.035 -770.234 9444.673 -8767.650 -15805.720 3777.590 7593.496 -514.216 11131.135
160.691 10782.312 284.009 7081.919 6.000 0.200 0.362 -0.001 1.545 -2.332 -11.622 -8.258 -22.411 -19.201 17.972 22.178 18.237 22.249 45.993 54.364 0.687 0.003 0.147 0.471 0.269 -0.021 -0.018 0.936 0.852 42.094 1.088 0.014 0.014 3.637 4.797 9.503 11.113 283.811 284.079 286.553 286.540 0.000 0.001 0.002 0.003 5028.311 5850.205 7001.642 7829.620 0.210 100.001 737.070 1130.343 1163.965 0.951 0.000 4.990 -7.484 -3.138 -2.836 -3.101 -2.793 -0.469 0.215 0.164 -0.160 3.867 -0.047 -0.050 3.155 3.246 -1.533 -0.308 0.089 -2.347 -5931.049 -6298.940 737.248 978.290 1909.287 3637.007 -4542.911 -5028.526 268.514 587.164 1308.304 4796.555 -8910.626 -17927.195 3040.663 9626.492 -764.390 9503.316 -8782.432 -15870.328 3758.120 7650.603 -517.851 11112.910
160.786 10789.814 284.671 7097.924 6.000 0.197 0.328 -0.001 1.387 -2.077 -11.429 -8.379 -22.168 -19.259 18.214 22.027 18.541 22.176 45.918 54.218 0.654 -0.030 0.118 0.441 0.244 -0.021 -0.018 0.926 0.851 42.104 1.088 0.014 0.014 3.717 4.764 9.621 11.075 284.488 284.727 287.206 287.194 0.004 0.003 0.000 -0.001 5083.741 5825.974 7057.611 7805.903 0.190 99.999 735.711 1129.593 1160.539 0.970 0.000 5.043 -7.397 -3.124 -2.851 -3.089 -2.810 -0.456 0.228 0.164 -0.160 3.867 -0.047 -0.050 3.152 3.237 -1.460 -0.213 0.193 -2.237 -5895.164 -6272.391 714.543 964.358 1897.702 3717.073 -4629.194 -5112.653 288.902 608.391 1349.364 4763.802 -8934.362 -17881.428 3065.903 9570.348 -750.378 9620.720 -8815.809 -16015.656 3717.128 7777.451 -526.871 11075.396
160.834 10793.565 284.998 7105.846 6.000 0.196 0.316 -0.001 1.398 -2.008 -11.343 -8.432 -22.057 -19.279 18.321 21.960 18.679 22.152 45.884 54.145 0.645 -0.039 0.104 0.428 0.232 -0.020 -0.018 0.922 0.850 42.107 1.088 0.014 0.014 3.750 4.755 9.668 11.067 284.820 285.051 287.529 287.517 0.006 0.004 -0.001 -0.003 5106.259 5818.883 7080.641 7798.819 0.182 99.993 734.971 1129.455 1158.395 0.979 0.000 5.068 -7.354 -3.118 -2.858 -3.085 -2.818 -0.457 0.227 0.163 -0.160 3.866 -0.047 -0.050 3.152 3.231 -1.440 -0.186 0.239 -2.190 -5891.012 -6270.919 707.971 960.332 1897.010 3749.503 -4654.084 -5137.352 294.566 614.985 1361.500 4754.629 -8941.708 -17856.283 3077.671 9542.086 -744.308 9668.419 -8836.056 -16086.559 3697.577 7837.728 -529.417 11066.783
160.882 10797.381 285.329 7113.857 6.000 0.195 0.299 -0.001 1.247 -1.910 -11.266 -8.479 -21.951 -19.293 18.417 21.901 18.811 22.134 45.851 54.072 0.625 -0.059 0.093 0.416 0.222 -0.020 -0.018 0.918 0.850 42.111 1.088 0.014 0.014 3.784 4.743 9.722 11.053 285.157 285.377 287.855 287.845 -0.000 0.000 0.002 0.002 5130.294 5810.017 7105.631 7790.016 0.174 100.001 734.300 1129.167 1156.622 0.989 0.000 5.090 -7.311 -3.114 -2.864 -3.081 -2.826 -0.444 0.240 0.163 -0.160 3.866 -0.047 -0.049 3.151 3.226 -1.392 -0.128 0.280 -2.148 -5857.367 -6242.479 693.785 950.947 1884.906 3784.144 -4711.321 -5193.389 307.526 627.904 1387.416 4742.987 -8955.313 -17845.463 3087.625 9524.168 -738.433 9721.714 -8849.906 -16143.143 3680.572 7887.327 -532.039 11053.114
160.978 10805.016 285.984 7129.708 6.000 0.192 0.270 -0.001 1.117 -1.686 -11.100 -8.589 -21.728 -19.335 18.624 21.763 19.090 22.081 45.788 53.928 0.597 -0.087 0.067 0.390 0.200 -0.020 -0.018 0.909 0.849 42.116 1.087 0.014 0.014 3.857 4.716 9.829 11.024 285.826 286.020 288.502 288.492 0.003 0.003 -0.000 -0.001 5180.357 5789.944 7156.699 7771.004 0.156 99.999 732.792 1127.943 1153.210 1.007 0.000 5.131 -7.227 -3.102 -2.877 -3.071 -2.842 -0.434 0.250 0.163 -0.160 3.865 -0.047 -0.049 3.148 3.217 -1.327 -0.048 0.373 -2.053 -5826.003 -6219.221 674.124 938.519 1874.188 3856.542 -4785.109 -5265.247 325.200 645.973 1422.152 4716.013 -8978.600 -17806.064 3108.938 9474.839 -724.476 9829.082 -8881.691 -16273.012 3643.839 7999.939 -538.883 11024.174
161.026 10808.835 286.308 7137.550 6.000 0.191 0.259 -0.001 1.142 -1.634 -11.027 -8.637 -21.628 -19.346 18.716 21.704 19.215 22.067 45.758 53.856 0.590 -0.094 0.056 0.379 0.190 -0.020 -0.018 0.906 0.847 42.118 1.087 0.014 0.014 3.885 4.710 9.872 11.020 286.154 286.341 288.822 288.813 0.005 0.003 -0.001 -0.003 5200.239 5784.987 7177.275 7766.278 0.149 99.993 731.971 1127.615 1151.007 1.017 0.000 5.151 -7.185 -3.096 -2.883 -3.067 -2.848 -0.436 0.248 0.163 -0.160 3.864 -0.046 -0.049 3.147 3.210 -1.311 -0.028 0.414 -2.013 -5824.572 -6219.948 669.048 935.352 1874.260 3885.212 -4804.271 -5284.458 329.502 651.113 1431.474 4709.826 -8985.873 -17784.871 3118.742 9450.577 -718.604 9871.829 -8901.221 -16336.098 3626.251 8053.138 -540.276 11019.871
161.075 10812.713 286.635 7145.462 6.000 0.190 0.246 -0.001 1.023 -1.565 -10.963 -8.676 -21.533 -19.351 18.796 21.655 19.333 22.061 45.728 53.785 0.574 -0.110 0.047 0.369 0.181 -0.020 -0.018 0.902 0.846 42.120 1.087 0.014 0.014 3.915 4.703 9.918 11.012 286.484 286.664 289.144 289.136 -0.000 0.000 0.001 0.002 5220.880 5779.273 7198.914 7760.701 0.142 100.001 731.219 1127.220 1149.085 1.026 0.000 5.169 -7.143 -3.093 -2.887 -3.064 -2.855 -0.426 0.258 0.163 -0.160 3.863 -0.047 -0.049 3.146 3.205 -1.271 0.019 0.449 -1.980 -5796.837 -6196.413 657.410 927.465 1864.036 3914.985 -4851.761 -5331.061 340.121 661.657 1452.739 4702.615 -8998.707 -17778.240 3126.569 9437.113 -713.227 9918.224 -8914.990 -16384.402 3611.365 8095.000 -541.357 11012.371
161.172 10820.469 287.281 7161.089 6.000 0.187 0.222 -0.001 0.920 -1.393 -10.829 -8.764 -21.338 -19.370 18.964 21.545 19.577 22.038 45.670 53.643 0.552 -0.133 0.027 0.349 0.164 -0.020 -0.018 0.894 0.845 42.123 1.086 0.014 0.014 3.977 4.685 10.011 10.996 287.141 287.301 289.782 289.774 0.003 0.002 -0.000 -0.001 5263.667 5766.011 7242.748 7748.562 0.128 99.999 729.556 1125.628 1145.560 1.045 0.000 5.205 -7.060 -3.083 -2.898 -3.057 -2.868 -0.418 0.267 0.162 -0.160 3.862 -0.047 -0.048 3.141 3.195 -1.217 0.082 0.524 -1.907 -5772.206 -6178.499 641.497 917.313 1855.340 3976.955 -4912.524 -5390.521 354.340 676.149 1480.977 4685.225 -9022.059 -17752.617 3142.191 9401.233 -700.472 10011.131 -8944.777 -16491.912 3580.434 8187.273 -544.948 10996.166
